"claim.nr";"type";"hidden";"occ.date";"occ.year";"occ.year.fact";"occ.month";"rep.delay";"rep.date";"rep.year";"rep.year.fact";"rep.month";"settlement.date";"settlement.year";"open_obs1";"open_obs2";"open_obs3";"open_obs4";"open_obs5";"open_obs6";"open_obs7";"open_obs8";"open_obs9";"settlement_obs1";"settlement_obs2";"settlement_obs3";"settlement_obs4";"settlement_obs5";"settlement_obs6";"settlement_obs7";"settlement_obs8";"settlement_obs9";"size_obs1";"size_obs2";"size_obs3";"size_obs4";"size_obs5";"size_obs6";"size_obs7";"size_obs8";"size_obs9"
4673;"T1";"M";"2019-05-14";2019;"2019";"5";0.320328542094456;"2019-09-08";8;"8";"9";"2026-12-25";2026;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;320.062016420172;133.874606242026;265.108489344948;1063.08572672727;353.412904809467;1269.6536956824;0;1065.40543443916;0
4674;"T2";"L";"2019-01-19";2019;"2019";"1";0.0657084188911704;"2019-02-12";8;"8";"2";"2023-02-07";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;83.1433233342844;0;0;0;0;0;0;0;0
4675;"T3";"L";"2016-02-19";2016;"2016";"2";0.421629021218344;"2016-07-22";5;"5";"7";"2016-11-12";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4676;"T1";"L";"2015-04-27";2015;"2015";"4";0.0438056125941136;"2015-05-13";4;"4";"5";"2016-01-31";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;104.975725408325;99.1796939208315;0;0;0;0;0;0;0
4677;"T2";"M";"2015-12-01";2015;"2015";"12";0.0985626283367557;"2016-01-06";5;"5";"1";"2019-02-28";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1155.49925207885;389.696132804894;115.284714315304;0;0;0;0;0;0
4678;"T1";"M";"2016-05-13";2016;"2016";"5";0.147843942505133;"2016-07-06";5;"5";"7";"2018-11-23";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;347.900013824265;1233.79873783774;827.140096139637;0;0;0;0;0;0
4679;"T1";"H";"2018-04-29";2018;"2018";"4";0.109514031485284;"2018-06-08";7;"7";"6";"2020-11-27";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;17.0529537404808;713.383652641535;331.533897502558;0;0;0;0;0;0
4680;"T1";"M";"2014-02-23";2014;"2014";"2";0.235455167693361;"2014-05-20";3;"3";"5";"2014-09-28";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;19.5856444270554;0;0;0;0;0;0;0;0
4681;"T1";"M";"2014-07-22";2014;"2014";"7";0.191649555099247;"2014-09-30";3;"3";"9";"2015-06-19";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;58.8767942231861;257.187531516547;0;0;0;0;0;0;0
4682;"T1";"M";"2018-06-17";2018;"2018";"6";0.0438056125941136;"2018-07-03";7;"7";"7";"2021-08-23";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;548.820593804884;47.2371638951695;0;0;0;0;0;0;0
4683;"T2";"L";"2013-07-23";2013;"2013";"7";0.479123887748118;"2014-01-14";3;"3";"1";"2016-03-26";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;275.331044899708;185.588528223376;1097.97712706652;0;0;0;0;0;0
4684;"T1";"M";"2014-08-07";2014;"2014";"8";0.0766598220396988;"2014-09-04";3;"3";"9";"2017-09-03";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;60.6006345463407;236.09548845331;881.674688597321;387.84837469276;0;0;0;0;0
4685;"T1";"M";"2016-05-11";2016;"2016";"5";0.150581793292266;"2016-07-05";5;"5";"7";"2019-11-25";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;24.2646159565432;0;768.013532898633;1055.45286550193;0;0;0;0;0
4687;"T1";"L";"2017-10-28";2017;"2017";"10";0.180698151950719;"2018-01-02";7;"7";"1";"2020-03-16";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;480.014284733637;0;0;0;0;0;0;0;0
4688;"T2";"L";"2018-03-11";2018;"2018";"3";0.0711841204654346;"2018-04-06";7;"7";"4";"2021-01-30";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;233.090152759226;183.615118750871;251.712810468298;0;0;0;0;0;0
4689;"T1";"L";"2013-02-07";2013;"2013";"2";0.194387405886379;"2013-04-19";2;"2";"4";"2014-03-14";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1242.63188249548;0;0;0;0;0;0;0;0
4691;"T3";"L";"2015-07-11";2015;"2015";"7";0.361396303901437;"2015-11-20";4;"4";"11";"2018-05-16";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;94.2653264533216;0;0;346.155716703738;0;0;0;0;0
4692;"T2";"L";"2013-03-19";2013;"2013";"3";0.952772073921971;"2014-03-02";3;"3";"3";"2014-08-02";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;88.4945219063704;0;0;0;0;0;0;0;0
4693;"T1";"H";"2011-09-22";2011;"2011";"9";0.410677618069815;"2012-02-19";1;"1";"2";"2013-09-09";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;214.972579790501;458.189048394795;0;0;0;0;0;0;0
4694;"T1";"M";"2012-10-29";2012;"2012";"10";0.0629705681040383;"2012-11-21";1;"1";"11";"2018-01-18";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;89.8424953527053;70.8861960737134;578.99586502056;0;786.846288139661;1747.0003801521;0;0;0
4695;"T1";"L";"2015-01-20";2015;"2015";"1";0.167008898015058;"2015-03-22";4;"4";"3";"2016-12-20";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;142.050135176802;0;0;0;0;0;0;0;0
4696;"T1";"L";"2015-04-16";2015;"2015";"4";0.0136892539356605;"2015-04-21";4;"4";"4";"2017-11-19";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;110.023110176493;79.9816656944009;129.350848398197;0;0;0;0;0;0
4697;"T2";"H";"2012-09-11";2012;"2012";"9";0.424366872005476;"2013-02-13";2;"2";"2";"2023-03-09";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;96.1402313893457;0;0;318.130274136336;2362.15508532923;794.181780236468;3488.77597982281;21201.3207115009;2234.41199440428
4698;"T3";"M";"2019-01-24";2019;"2019";"1";0.328542094455852;"2019-05-24";8;"8";"5";"2024-07-11";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;103.07449418013;244.176019841721;1561.01883618898;118.186549813258;0;593.387471970154;0;0;0
4701;"T1";"L";"2013-11-30";2013;"2013";"11";0.383299110198494;"2014-04-19";3;"3";"4";"2016-11-10";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;64.3513362455543;117.153139717406;476.476563094177;0;0;0;0;0;0
4703;"T1";"L";"2018-05-26";2018;"2018";"5";0.0410677618069815;"2018-06-10";7;"7";"6";"2023-02-04";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;224.779025730721;388.106252561787;2262.82385572868;702.605034999427;159.294543616412;0;0;0;0
4704;"T1";"M";"2014-05-07";2014;"2014";"5";0.0657084188911704;"2014-05-31";3;"3";"5";"2014-08-30";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;939.301179258636;0;0;0;0;0;0;0;0
4705;"T2";"M";"2019-08-11";2019;"2019";"8";0.265571526351814;"2019-11-16";8;"8";"11";"2020-09-16";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;135.9106276125;0;0;0;0;0;0;0
4706;"T3";"L";"2015-11-24";2015;"2015";"11";0.355920602327173;"2016-04-02";5;"5";"4";"2018-10-11";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;65.6984423201251;0;754.472602789224;0;0;0;0;0;0
4707;"T2";"L";"2013-09-01";2013;"2013";"9";0.123203285420945;"2013-10-16";2;"2";"10";"2018-04-05";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;393.295996672701;84.0302561771274;322.633651713997;240.741826732706;1508.91730439217;265.766187487382;0;0;0
4708;"T3";"L";"2019-11-17";2019;"2019";"11";0.279260780287474;"2020-02-27";9;"9";"2";"2027-01-02";2027;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;423.982299976191;0;0;1194.57463171841;1317.72489440181;5711.08936217494;0;0;0
4709;"T1";"L";"2014-05-31";2014;"2014";"5";0.134154688569473;"2014-07-19";3;"3";"7";"2016-08-12";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;460.212053879794;569.75815416158;558.497694784215;0;0;0;0;0;0
4710;"T2";"H";"2020-05-07";2020;"2020";"5";0.323066392881588;"2020-09-02";9;"9";"9";"2022-06-14";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;124.90437308798;10.3835817007529;0;0;0;0;0;0;0
4711;"T1";"H";"2019-08-15";2019;"2019";"8";0.0958247775496235;"2019-09-19";8;"8";"9";"2021-02-02";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;297.251901254301;0;0;0;0;0;0;0
4712;"T1";"H";"2012-04-01";2012;"2012";"4";0.306639288158795;"2012-07-22";1;"1";"7";"2018-04-07";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;17.50281140476;150.347854634757;0;524.795460511638;388.000183676577;0;0;0;0
4713;"T1";"M";"2012-05-15";2012;"2012";"5";0.375085557837098;"2012-09-29";1;"1";"9";"2017-04-14";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;116.803856190575;418.250784656006;1314.6284218797;265.41370345153;2335.3174887512;48.9148286019861;0;0;0
4714;"T2";"M";"2015-03-11";2015;"2015";"3";0.465434633812457;"2015-08-28";4;"4";"8";"2015-10-11";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4715;"T1";"L";"2017-07-01";2017;"2017";"7";0.2217659137577;"2017-09-20";6;"6";"9";"2020-03-19";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1412.29106976998;0;327.500739499536;1179.77569231827;0;0;0;0;0
4716;"T2";"L";"2016-11-19";2016;"2016";"11";0.235455167693361;"2017-02-13";6;"6";"2";"2023-09-08";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;141.693427605383;0;133.63201612719;2008.14343919625;0;117.828871565855;6483.93498582933;0;0
4717;"T1";"L";"2012-01-21";2012;"2012";"1";0.0465434633812457;"2012-02-07";1;"1";"2";"2013-11-22";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;449.365201347435;178.416342915153;0;0;0;0;0;0;0
4719;"T1";"H";"2016-10-07";2016;"2016";"10";0.123203285420945;"2016-11-21";5;"5";"11";"2019-08-06";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;611.659806207046;479.30292989718;0;0;0;0;0;0
4720;"T1";"H";"2017-06-17";2017;"2017";"6";0.0328542094455852;"2017-06-29";6;"6";"6";"2017-11-02";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;197.339475431499;0;0;0;0;0;0;0;0
4722;"T1";"M";"2014-12-22";2014;"2014";"12";0.0684462696783025;"2015-01-16";4;"4";"1";"2016-12-02";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;38.2256837452975;362.691472919414;0;0;0;0;0;0;0
4724;"T1";"L";"2017-04-19";2017;"2017";"4";0.0629705681040383;"2017-05-12";6;"6";"5";"2022-01-05";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;130.640881846527;325.176698266716;520.960222837048;0;126.725800572413;0;0;0;0
4725;"T1";"L";"2012-09-26";2012;"2012";"9";0.219028062970568;"2012-12-15";1;"1";"12";"2014-03-18";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2193.56630280223;361.831073351539;0;0;0;0;0;0
4726;"T1";"H";"2020-01-16";2020;"2020";"1";0.0520191649555099;"2020-02-04";9;"9";"2";"2021-04-13";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;37.406872257254;0;0;0;0;0;0;0;0
4727;"T1";"L";"2013-11-09";2013;"2013";"11";0.0958247775496235;"2013-12-14";2;"2";"12";"2015-03-16";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1091.54892472176;0;0;0;0;0;0;0
4728;"T1";"L";"2014-06-12";2014;"2014";"6";0.0109514031485284;"2014-06-16";3;"3";"6";"2017-05-22";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;176.665594517059;0;107.952045317312;0;0;0;0;0;0
4729;"T1";"H";"2012-11-06";2012;"2012";"11";0.180698151950719;"2013-01-11";2;"2";"1";"2014-02-18";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;696.181054939637;0;0;0;0;0;0;0;0
4730;"T1";"L";"2020-02-29";2020;"2020";"2";0.0027378507871321;"2020-03-01";9;"9";"3";"2021-12-26";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;663.279208938288;46.8536383540132;0;0;0;0;0;0;0
4731;"T1";"M";"2013-01-11";2013;"2013";"1";0.0219028062970568;"2013-01-19";2;"2";"1";"2013-09-06";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;176.93132262088;0;0;0;0;0;0;0;0
4732;"T1";"H";"2015-03-06";2015;"2015";"3";0.284736481861739;"2015-06-18";4;"4";"6";"2019-05-21";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;99.8579910670933;764.316256824167;471.914384669898;3679.19287101805;0;0;0;0;0
4733;"T2";"H";"2019-10-03";2019;"2019";"10";0.139630390143737;"2019-11-23";8;"8";"11";"2024-02-02";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;25.4481387523062;3234.6186055083;33.3669454765646;0;6432.23694768415;982.367793468967;0;0;0
4734;"T2";"M";"2011-11-14";2011;"2011";"11";0.279260780287474;"2012-02-24";1;"1";"2";"2014-02-09";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;331.859287515534;287.000162108104;0;0;0;0;0;0;0
4735;"T1";"M";"2016-04-10";2016;"2016";"4";0.0136892539356605;"2016-04-15";5;"5";"4";"2020-02-22";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;229.072164587059;0;731.417213557036;1257.55370391219;0;0;0;0;0
4738;"T3";"L";"2012-01-03";2012;"2012";"1";0.372347707049966;"2012-05-18";1;"1";"5";"2014-07-09";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;196.012058199284;525.866540399151;0;0;0;0;0;0
4740;"T1";"L";"2020-09-01";2020;"2020";"9";0.0492813141683778;"2020-09-19";9;"9";"9";"2024-01-03";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;64.4219023966455;0;1681.39873924958;1332.78475709745;0;0;0;0;0
4741;"T3";"L";"2018-12-25";2018;"2018";"12";0.618754277891855;"2019-08-08";8;"8";"8";"2024-01-16";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;203.36301012172;86.4532043223762;44.9038571863962;1641.61545307397;821.931745135441;0;0;0;0
4742;"T3";"M";"2018-08-09";2018;"2018";"8";0.503764544832307;"2019-02-09";8;"8";"2";"2024-04-10";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;65.3804897433694;350.449866903462;289.928662917208;1310.69996272645;422.043124543346;503.774524140817;0;0;0
4743;"T1";"H";"2018-03-27";2018;"2018";"3";0.054757015742642;"2018-04-16";7;"7";"4";"2020-06-02";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2377.3294162289;921.068915322588;88.6170277598579;0;0;0;0;0;0
4744;"T1";"L";"2016-09-20";2016;"2016";"9";0.265571526351814;"2016-12-26";5;"5";"12";"2022-05-19";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;306.138708479503;0;0;390.119049219743;192.693940923142;0;0;0
4745;"T1";"M";"2013-04-26";2013;"2013";"4";0.295687885010267;"2013-08-12";2;"2";"8";"2018-11-28";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;69.603851211814;675.593447257928;643.115124902516;580.789248288401;0;1496.89420674402;0;0;0
4746;"T2";"M";"2016-08-10";2016;"2016";"8";0.303901437371663;"2016-11-29";5;"5";"11";"2017-09-28";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;427.906837586198;362.998559924264;0;0;0;0;0;0;0
4747;"T3";"L";"2019-05-06";2019;"2019";"5";0.344969199178645;"2019-09-09";8;"8";"9";"2020-04-09";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;403.489607655608;0;0;0;0;0;0;0
4748;"T2";"L";"2011-12-16";2011;"2011";"12";0.301163586584531;"2012-04-04";1;"1";"4";"2016-05-02";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;248.167637012584;138.926445087086;560.248919082263;0;0;0;0;0;0
4749;"T2";"L";"2014-01-11";2014;"2014";"1";0.0930869267624914;"2014-02-14";3;"3";"2";"2020-09-27";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;94.5011341777856;208.145641716825;124.626734111605;152.071719996832;913.470518145184;676.669981304278;1459.62541824025;0;0
4750;"T1";"L";"2015-02-24";2015;"2015";"2";0.10403832991102;"2015-04-03";4;"4";"4";"2016-04-14";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;95.4973820617523;0;0;0;0;0;0;0;0
4753;"T1";"M";"2012-01-29";2012;"2012";"1";0.0711841204654346;"2012-02-24";1;"1";"2";"2021-10-27";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;153.449366049354;83.602256625718;582.260307338079;610.106025965681;6655.95194378354;211.760297262344;96.5116138767499;2773.83377986123;559.213246217472
4754;"T1";"L";"2018-09-01";2018;"2018";"9";0.142368240930869;"2018-10-23";7;"7";"10";"2019-06-07";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;490.388631818594;0;0;0;0;0;0;0;0
4755;"T2";"L";"2019-07-13";2019;"2019";"7";0.147843942505133;"2019-09-05";8;"8";"9";"2024-02-18";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;243.86613090917;97.4066612354662;80.6756503182822;359.458578247337;0;0;0;0;0
4756;"T1";"H";"2012-03-16";2012;"2012";"3";0.0684462696783025;"2012-04-10";1;"1";"4";"2012-12-07";2012;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;62.962665151949;0;0;0;0;0;0;0;0
4758;"T3";"L";"2012-06-29";2012;"2012";"6";0.520191649555099;"2013-01-05";2;"2";"1";"2013-10-26";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1764.68286871725;0;0;0;0;0;0;0;0
4759;"T2";"L";"2018-05-12";2018;"2018";"5";0.0903490759753593;"2018-06-14";7;"7";"6";"2018-09-07";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;110.451212003709;0;0;0;0;0;0;0;0
4760;"T1";"M";"2018-07-22";2018;"2018";"7";0.26009582477755;"2018-10-25";7;"7";"10";"2019-07-07";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;141.735902456697;0;0;0;0;0;0;0;0
4761;"T2";"L";"2014-08-06";2014;"2014";"8";0.123203285420945;"2014-09-20";3;"3";"9";"2016-06-28";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;181.544582573959;835.823353767056;0;0;0;0;0;0
4762;"T3";"L";"2020-02-17";2020;"2020";"2";0.292950034223135;"2020-06-03";9;"9";"6";"2028-06-15";2028;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;197.081213510386;0;1143.46975385754;1260.69279307532;0;3433.32554909497;176.186491535442;607.056108262167;1805.01208449979
4763;"T1";"L";"2018-02-23";2018;"2018";"2";0.199863107460643;"2018-05-07";7;"7";"5";"2020-05-28";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;443.049855728418;105.708829164956;411.316206966955;0;0;0;0;0;0
4764;"T1";"M";"2018-01-15";2018;"2018";"1";0.147843942505133;"2018-03-10";7;"7";"3";"2022-07-01";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;625.796227137917;278.674850944931;302.752190237574;3650.51963814465;392.173402145172;0;0;0;0
4767;"T2";"L";"2012-07-26";2012;"2012";"7";0.511978097193703;"2013-01-29";2;"2";"1";"2013-09-11";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;143.222335076335;0;0;0;0;0;0;0;0
4768;"T1";"M";"2020-06-17";2020;"2020";"6";0.0027378507871321;"2020-06-18";9;"9";"6";"2022-04-02";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;175.975718311837;33.5392302563441;0;0;0;0;0;0;0
4769;"T1";"M";"2020-03-06";2020;"2020";"3";0.0848733744010951;"2020-04-06";9;"9";"4";"2024-08-30";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;173.508343780538;441.144456843685;141.750458218594;1558.12359900214;0;0;0;0;0
4770;"T2";"H";"2016-04-20";2016;"2016";"4";0.358658453114305;"2016-08-29";5;"5";"8";"2019-01-20";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;251.845203245553;70.8669505369276;220.191610306277;0;0;0;0;0;0
4771;"T1";"H";"2014-08-07";2014;"2014";"8";0.522929500342231;"2015-02-14";4;"4";"2";"2017-10-09";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;280.96272994621;151.707186696419;1198.34873717993;0;0;0;0;0;0
4772;"T2";"L";"2017-12-25";2017;"2017";"12";0.555783709787817;"2018-07-16";7;"7";"7";"2025-09-04";2025;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1041.64980545924;0;140.335931101787;438.300128335164;1757.03732723306;5247.95367863501;3942.17316610965;0;0
4773;"T1";"H";"2013-09-09";2013;"2013";"9";0.15605749486653;"2013-11-05";2;"2";"11";"2016-07-31";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;44.8534554165812;1660.63291174517;653.561993965969;153.852251164048;0;0;0;0;0
4774;"T3";"L";"2014-05-17";2014;"2014";"5";0.473648186173854;"2014-11-06";3;"3";"11";"2015-12-27";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;132.489078937931;0;0;0;0;0;0;0
4775;"T1";"L";"2013-01-03";2013;"2013";"1";0.528405201916496;"2013-07-15";2;"2";"7";"2014-01-28";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1002.34350501586;0;0;0;0;0;0;0;0
4776;"T1";"M";"2014-12-18";2014;"2014";"12";0.0958247775496235;"2015-01-22";4;"4";"1";"2015-03-14";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;85.5270053663757;0;0;0;0;0;0;0;0
4777;"T1";"M";"2014-06-27";2014;"2014";"6";0.0164271047227926;"2014-07-03";3;"3";"7";"2016-10-07";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;346.937369995732;174.609303900695;0;0;0;0;0;0;0
4778;"T3";"L";"2018-03-04";2018;"2018";"3";0.717316906228611;"2018-11-21";7;"7";"11";"2020-11-19";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;382.792737178792;0;0;0;0;0;0
4779;"T3";"M";"2017-05-20";2017;"2017";"5";0.213552361396304;"2017-08-06";6;"6";"8";"2020-01-30";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;157.747934017347;170.748103738787;0;0;0;0;0;0
4780;"T1";"L";"2016-09-04";2016;"2016";"9";0.0711841204654346;"2016-09-30";5;"5";"9";"2019-03-26";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;79.1235074671806;239.447195374318;450.285346041693;0;0;0;0;0;0
4781;"T1";"M";"2016-02-05";2016;"2016";"2";0.306639288158795;"2016-05-27";5;"5";"5";"2018-09-01";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;37.8118176916963;1483.74056263358;158.536868337341;0;0;0;0;0;0
4782;"T1";"L";"2018-07-07";2018;"2018";"7";0.265571526351814;"2018-10-12";7;"7";"10";"2020-08-28";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;88.1240367462982;299.937660375351;445.533921857388;0;0;0;0;0;0
4783;"T1";"L";"2017-08-27";2017;"2017";"8";0.424366872005476;"2018-01-29";7;"7";"1";"2018-07-13";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;159.413350150201;0;0;0;0;0;0;0;0
4784;"T2";"L";"2020-03-14";2020;"2020";"3";0.298425735797399;"2020-07-01";9;"9";"7";"2024-01-14";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1081.25387018192;499.209750338934;937.312683256168;0;0;0;0;0
4785;"T2";"L";"2017-01-25";2017;"2017";"1";0.396988364134155;"2017-06-19";6;"6";"6";"2018-10-20";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;129.049671722224;0;0;0;0;0;0;0;0
4787;"T2";"H";"2014-09-24";2014;"2014";"9";0.457221081451061;"2015-03-10";4;"4";"3";"2015-12-01";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;3686.47623713194;0;0;0;0;0;0;0;0
4788;"T1";"M";"2016-04-04";2016;"2016";"4";0.219028062970568;"2016-06-23";5;"5";"6";"2016-12-22";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;38.2263186104718;0;0;0;0;0;0;0;0
4789;"T2";"H";"2020-03-14";2020;"2020";"3";0.292950034223135;"2020-06-29";9;"9";"6";"2020-07-08";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;126.92169542573;0;0;0;0;0;0;0;0
4790;"T1";"M";"2018-07-28";2018;"2018";"7";0.142368240930869;"2018-09-18";7;"7";"9";"2019-07-27";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;259.769692562692;0;0;0;0;0;0;0;0
4792;"T3";"L";"2015-01-24";2015;"2015";"1";0.563997262149213;"2015-08-18";4;"4";"8";"2015-09-29";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4793;"T1";"H";"2015-07-03";2015;"2015";"7";0.0355920602327173;"2015-07-16";4;"4";"7";"2016-09-07";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;37.7558915058534;55.1882422915798;0;0;0;0;0;0;0
4794;"T1";"M";"2015-10-01";2015;"2015";"10";0.0903490759753593;"2015-11-03";4;"4";"11";"2018-10-26";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;76.8446672728545;461.795165350035;0;0;0;0;0;0;0
